disk,type,parallel_threads,workload,size,threads,ts,writes,reads,response_time,tps,user_provided_threads
ssd,compression,8,xb,10000000,16,9,35052.99,26261.00,9.87,2919.00,1
ssd,compression,8,xb,10000000,16,10,34339.03,25782.03,10.18,2864.00,1
ssd,compression,8,xb,10000000,16,11,35313.01,26472.01,9.24,2944.00,1
ssd,compression,8,xb,10000000,16,12,36055.97,27020.97,9.65,3004.00,1
ssd,compression,8,xb,10000000,16,13,35450.32,26590.49,10.00,2952.94,1
ssd,compression,8,xb,10000000,16,14,33086.59,24832.44,10.05,2758.05,1
ssd,compression,8,xb,10000000,16,15,35891.11,26914.08,9.45,2988.01,1
ssd,compression,8,xb,10000000,16,16,36063.98,27062.98,9.62,3007.00,1
ssd,compression,8,xb,10000000,16,17,35349.79,26499.84,9.93,2943.98,1
ssd,compression,8,xb,10000000,16,18,36683.61,27517.71,9.18,3056.97,1
ssd,compression,8,xb,10000000,16,19,36389.46,27257.35,9.18,3033.04,1
ssd,compression,8,xb,10000000,16,20,35813.56,26881.67,10.17,2983.96,1
ssd,compression,8,xb,10000000,16,21,33426.48,25080.36,10.17,2786.04,1
ssd,compression,8,xb,10000000,16,22,33405.92,25067.94,10.51,2785.99,1
ssd,compression,8,xb,10000000,16,23,26869.12,20089.09,18.68,2231.01,1
ssd,compression,8,xb,10000000,16,24,23956.98,18010.99,20.52,2003.00,1
ssd,compression,8,xb,10000000,16,25,24202.98,18176.99,20.22,2018.00,1
ssd,compression,8,xb,10000000,16,26,25684.04,19217.03,17.22,2136.00,1
ssd,compression,8,xb,10000000,16,27,25572.90,19218.93,19.84,2135.99,1
ssd,compression,8,xb,10000000,16,28,26503.06,19862.05,16.68,2205.01,1
ssd,compression,8,xb,10000000,16,29,22470.53,16859.64,20.34,1872.96,1
ssd,compression,8,xb,10000000,16,30,20933.39,15716.29,22.06,1747.03,1
ssd,compression,8,xb,10000000,16,31,20967.85,15648.89,24.03,1737.99,1
ssd,compression,8,xb,10000000,16,32,19892.17,14972.13,26.05,1667.01,1
ssd,compression,8,xb,10000000,16,33,20625.04,15456.03,24.77,1719.00,1
ssd,compression,8,xb,10000000,16,34,19506.89,14667.92,25.62,1624.99,1
ssd,compression,8,xb,10000000,16,35,22991.11,17219.08,22.00,1916.01,1
ssd,compression,8,xb,10000000,16,36,21908.98,16407.99,22.65,1823.00,1
ssd,compression,8,xb,10000000,16,37,23260.99,17483.99,21.90,1940.00,1
ssd,compression,8,xb,10000000,16,38,24520.03,18309.02,20.94,2034.00,1
ssd,compression,8,xb,10000000,16,39,23006.00,17297.00,23.82,1923.00,1
ssd,compression,8,xb,10000000,16,40,24436.03,18336.02,19.53,2039.00,1
ssd,compression,8,xb,10000000,16,41,26189.92,19656.94,17.17,2183.99,1
ssd,compression,8,xb,10000000,16,42,24776.67,18597.75,18.55,2064.97,1
ssd,compression,8,xb,10000000,16,43,25486.31,19101.23,18.57,2126.03,1
ssd,compression,8,xb,10000000,16,44,26354.01,19732.01,15.71,2191.00,1
ssd,compression,8,xb,10000000,16,45,25427.05,19066.03,18.03,2117.00,1
ssd,compression,8,xb,10000000,16,46,25405.36,19056.52,19.14,2117.95,1
ssd,compression,8,xb,10000000,16,47,25954.14,19528.11,17.59,2168.01,1
ssd,compression,8,xb,10000000,16,48,24303.40,18211.30,19.93,2025.03,1
ssd,compression,8,xb,10000000,16,49,26424.11,19797.08,17.75,2201.01,1
ssd,compression,8,xb,10000000,16,50,27064.93,20237.95,17.72,2244.99,1
ssd,compression,8,xb,10000000,16,51,23318.07,17534.05,21.40,1950.01,1
ssd,compression,8,xb,10000000,16,52,18122.64,13668.73,22.97,1516.97,1
ssd,compression,8,xb,10000000,16,53,19460.38,14571.28,30.49,1619.03,1
ssd,compression,8,xb,10000000,16,54,19979.01,14951.01,28.72,1662.00,1
ssd,compression,8,xb,10000000,16,55,19593.00,14646.00,28.67,1627.00,1
ssd,compression,8,xb,10000000,16,56,19618.98,14721.98,28.57,1636.00,1
ssd,compression,8,xb,10000000,16,57,18926.02,14227.02,28.24,1582.00,1
ssd,compression,8,xb,10000000,16,58,19100.00,14304.00,28.73,1592.00,1
ssd,compression,8,xb,10000000,16,59,20485.88,15439.91,26.28,1710.99,1
ssd,compression,8,xb,10000000,16,60,17156.09,12841.07,40.07,1429.01,1
ssd,compression,8,xb,10000000,16,61,18714.01,13952.01,26.48,1548.00,1
ssd,compression,8,xb,10000000,16,62,18323.98,13787.98,31.46,1532.00,1
ssd,compression,8,xb,10000000,16,63,18729.99,14082.00,27.89,1565.00,1
ssd,compression,8,xb,10000000,16,64,19416.96,14508.97,26.41,1612.00,1
ssd,compression,8,xb,10000000,16,65,20611.05,15437.04,26.91,1715.00,1
ssd,compression,8,xb,10000000,16,66,20005.90,15035.92,27.05,1670.99,1
ssd,compression,8,xb,10000000,16,67,22090.11,16588.08,23.43,1846.01,1
ssd,compression,8,xb,10000000,16,68,16871.96,12583.97,27.61,1395.00,1
ssd,compression,8,xb,10000000,16,69,20273.07,15269.05,25.76,1700.01,1
ssd,compression,8,xb,10000000,16,70,18992.69,14297.77,27.20,1585.97,1
ssd,compression,8,xb,10000000,16,71,18712.23,13948.17,27.78,1549.02,1
ssd,compression,8,xb,10000000,16,72,18502.02,13920.02,32.06,1551.00,1
ssd,compression,8,xb,10000000,16,73,16772.99,12584.99,34.48,1396.00,1
ssd,compression,8,xb,10000000,16,74,17509.04,13145.03,31.00,1459.00,1
ssd,compression,8,xb,10000000,16,75,17399.64,13079.73,26.95,1452.97,1
ssd,compression,8,xb,10000000,16,76,18034.36,13473.27,31.56,1505.03,1
ssd,compression,8,xb,10000000,16,77,21657.06,16174.05,23.47,1789.01,1
ssd,compression,8,xb,10000000,16,78,20304.89,15303.91,29.01,1706.99,1
ssd,compression,8,xb,10000000,16,79,19289.05,14459.04,27.63,1600.00,1
ssd,compression,8,xb,10000000,16,80,14276.02,10716.02,44.26,1195.00,1
ssd,compression,8,xb,10000000,16,81,14308.02,10737.01,44.37,1192.00,1
ssd,compression,8,xb,10000000,16,82,18520.64,13859.73,32.68,1536.97,1
ssd,compression,8,xb,10000000,16,83,11469.21,8637.16,40.72,962.02,1
ssd,compression,8,xb,10000000,16,84,14035.01,10497.01,47.50,1166.00,1
ssd,compression,8,xb,10000000,16,85,14567.76,10982.82,39.21,1217.98,1
ssd,compression,8,xb,10000000,16,86,16972.25,12630.19,33.27,1404.02,1
ssd,compression,8,xb,10000000,16,87,17252.02,12930.01,32.55,1436.00,1
ssd,compression,8,xb,10000000,16,88,16324.01,12313.00,30.59,1371.00,1
ssd,compression,8,xb,10000000,16,89,17263.62,12868.72,30.82,1426.97,1
ssd,compression,8,xb,10000000,16,90,15542.28,11729.21,32.66,1304.02,1
ssd,compression,8,xb,10000000,16,91,16453.04,12289.03,29.24,1365.00,1
ssd,compression,8,xb,10000000,16,92,14804.73,11090.80,33.38,1231.98,1
ssd,compression,8,xb,10000000,16,93,15893.24,12005.18,36.53,1334.02,1
ssd,compression,8,xb,10000000,16,94,16373.02,12187.02,29.03,1354.00,1
ssd,compression,8,xb,10000000,16,95,20107.99,15162.99,29.02,1685.00,1
ssd,compression,8,xb,10000000,16,96,31078.11,23322.08,12.12,2594.01,1
ssd,compression,8,xb,10000000,16,97,31182.97,23377.98,12.66,2596.00,1
ssd,compression,8,xb,10000000,16,98,32361.02,24248.01,10.69,2695.00,1
ssd,compression,8,xb,10000000,16,99,34433.03,25817.03,9.54,2871.00,1
ssd,compression,8,xb,10000000,16,100,35663.99,26781.99,9.58,2972.00,1
ssd,compression,8,xb,10000000,16,101,34629.81,25972.86,10.93,2886.98,1
ssd,compression,8,xb,10000000,16,102,35477.11,26589.09,9.56,2955.01,1
ssd,compression,8,xb,10000000,16,103,34757.04,26074.03,9.91,2899.00,1
ssd,compression,8,xb,10000000,16,104,36724.05,27545.04,9.17,3060.00,1
ssd,compression,8,xb,10000000,16,105,36746.93,27597.95,9.24,3062.99,1
ssd,compression,8,xb,10000000,16,106,37295.92,27938.94,9.15,3108.99,1
ssd,compression,8,xb,10000000,16,107,38286.09,28702.07,9.06,3186.01,1
ssd,compression,8,xb,10000000,16,108,37766.04,28350.03,8.80,3148.00,1
ssd,compression,8,xb,10000000,16,109,33828.95,25348.96,9.28,2818.00,1
ssd,compression,8,xb,10000000,16,110,35698.00,26797.00,9.83,2976.00,1
ssd,compression,8,xb,10000000,16,111,37217.01,27893.01,8.93,3100.00,1
ssd,compression,8,xb,10000000,16,112,37485.08,28122.06,9.22,3125.01,1
ssd,compression,8,xb,10000000,16,113,36472.98,27344.98,9.19,3040.00,1
ssd,compression,8,xb,10000000,16,114,34994.97,26232.98,9.74,2912.00,1
ssd,compression,8,xb,10000000,16,115,36064.95,27082.96,9.73,3011.00,1
ssd,compression,8,xb,10000000,16,116,35887.08,26934.06,9.96,2992.01,1
ssd,compression,8,xb,10000000,16,117,36444.93,27275.95,9.32,3030.99,1
ssd,compression,8,xb,10000000,16,118,35138.96,26373.97,10.48,2931.00,1
ssd,compression,1,xb,10000000,16,1,26313.56,19792.16,12.23,2188.80,4
ssd,compression,1,xb,10000000,16,2,33070.18,24828.13,9.72,2756.01,4
ssd,compression,1,xb,10000000,16,3,33758.92,25312.94,10.12,2811.99,4
ssd,compression,1,xb,10000000,16,4,34113.04,25587.03,9.81,2843.00,4
ssd,compression,1,xb,10000000,16,5,35674.97,26744.98,9.43,2973.00,4
ssd,compression,1,xb,10000000,16,6,35730.88,26781.91,9.45,2974.99,4
ssd,compression,1,xb,10000000,16,7,35849.07,26915.05,9.31,2993.01,4
ssd,compression,1,xb,10000000,16,8,36435.04,27328.03,9.25,3031.00,4
ssd,compression,1,xb,10000000,16,9,37410.44,28078.58,8.84,3119.95,4
ssd,compression,1,xb,10000000,16,10,38031.51,28474.38,9.08,3167.04,4
ssd,compression,1,xb,10000000,16,11,38373.05,28785.04,8.97,3197.00,4
ssd,compression,1,xb,10000000,16,12,37086.97,27845.97,8.63,3094.00,4
ssd,compression,1,xb,10000000,16,13,37231.34,27908.50,9.47,3100.94,4
ssd,compression,1,xb,10000000,16,14,38288.80,28735.60,8.96,3194.07,4
ssd,compression,1,xb,10000000,16,15,38987.93,29230.95,8.82,3246.99,4
ssd,compression,1,xb,10000000,16,16,39832.01,29877.01,8.48,3321.00,4
ssd,compression,1,xb,10000000,16,17,39726.05,29802.04,8.84,3308.00,4
ssd,compression,1,xb,10000000,16,18,40009.31,29999.49,8.77,3332.94,4
ssd,compression,1,xb,10000000,16,19,40849.70,30650.52,8.46,3406.06,4
ssd,compression,1,xb,10000000,16,20,40713.82,30524.87,8.18,3392.99,4
ssd,compression,1,xb,10000000,16,21,40250.09,30165.07,8.26,3354.01,4
ssd,compression,1,xb,10000000,16,22,39470.13,29604.10,8.42,3290.01,4
ssd,compression,1,xb,10000000,16,23,36326.93,27249.94,9.29,3023.99,4
ssd,compression,1,xb,10000000,16,24,30546.91,22911.93,11.11,2547.99,4
ssd,compression,1,xb,10000000,16,25,30367.15,22769.11,11.93,2529.01,4
ssd,compression,1,xb,10000000,16,26,29071.83,21840.87,11.40,2425.99,4
ssd,compression,1,xb,10000000,16,27,31106.14,23288.10,11.35,2588.01,4
ssd,compression,1,xb,10000000,16,28,30363.00,22755.00,11.90,2528.00,4
ssd,compression,1,xb,10000000,16,29,30840.94,23183.96,10.92,2575.00,4
ssd,compression,1,xb,10000000,16,30,31981.10,23951.07,10.75,2663.01,4
ssd,compression,1,xb,10000000,16,31,32012.83,24019.87,10.80,2668.99,4
ssd,compression,1,xb,10000000,16,32,30788.14,23087.86,10.82,2565.76,4
ssd,compression,1,xb,10000000,16,33,31400.96,23580.22,10.88,2618.25,4
ssd,compression,1,xb,10000000,16,34,31496.09,23615.06,10.66,2626.01,4
ssd,compression,1,xb,10000000,16,35,31727.05,23781.04,10.95,2640.00,4
ssd,compression,1,xb,10000000,16,36,30725.97,23021.98,10.98,2557.00,4
ssd,compression,1,xb,10000000,16,37,31166.99,23410.99,11.04,2602.00,4
ssd,compression,1,xb,10000000,16,38,30657.03,22983.02,11.17,2554.00,4
ssd,compression,1,xb,10000000,16,39,32039.97,24047.98,10.49,2674.00,4
ssd,compression,1,xb,10000000,16,40,31690.95,23747.96,10.56,2637.00,4
ssd,compression,1,xb,10000000,16,41,30914.91,23196.93,10.99,2575.99,4
ssd,compression,1,xb,10000000,16,42,29160.14,21844.11,11.29,2428.01,4
ssd,compression,1,xb,10000000,16,43,31996.86,23991.90,10.52,2665.99,4
ssd,compression,1,xb,10000000,16,44,30864.05,23183.03,11.05,2575.00,4
ssd,compression,1,xb,10000000,16,45,30540.92,22898.94,11.13,2544.99,4
ssd,compression,1,xb,10000000,16,46,31050.16,23292.12,11.20,2589.01,4
ssd,compression,1,xb,10000000,16,47,30913.96,23163.97,10.85,2574.00,4
ssd,compression,1,xb,10000000,16,48,31543.01,23644.01,10.53,2627.00,4
ssd,compression,1,xb,10000000,16,49,31836.00,23882.00,10.76,2653.00,4
ssd,compression,1,xb,10000000,16,50,31695.96,23817.97,11.40,2647.00,4
ssd,compression,1,xb,10000000,16,51,31681.96,23759.97,10.59,2638.00,4
ssd,compression,1,xb,10000000,16,52,31262.10,23406.07,11.46,2604.01,4
ssd,compression,1,xb,10000000,16,53,30855.02,23126.01,10.93,2567.00,4
ssd,compression,1,xb,10000000,16,54,32533.07,24421.05,10.04,2717.01,4
ssd,compression,1,xb,10000000,16,55,31176.95,23426.96,10.78,2599.00,4
ssd,compression,1,xb,10000000,16,56,31870.90,23858.93,10.39,2651.99,4
ssd,compression,1,xb,10000000,16,57,31170.03,23347.02,10.78,2595.00,4
ssd,compression,1,xb,10000000,16,58,30482.92,22880.94,11.47,2541.99,4
ssd,compression,1,xb,10000000,16,59,32869.14,24692.11,10.25,2743.01,4
ssd,compression,1,xb,10000000,16,60,30726.98,23051.99,11.04,2560.00,4
ssd,compression,1,xb,10000000,16,61,31755.89,23795.92,11.04,2643.99,4
ssd,compression,1,xb,10000000,16,62,30760.14,23064.11,10.70,2565.01,4
ssd,compression,1,xb,10000000,16,63,31224.87,23420.91,10.74,2603.99,4
ssd,compression,1,xb,10000000,16,64,31850.95,23830.96,10.63,2644.00,4
ssd,compression,1,xb,10000000,16,65,32434.02,24372.02,10.18,2708.00,4
ssd,compression,1,xb,10000000,16,66,31551.17,23665.13,11.22,2633.01,4
ssd,compression,1,xb,10000000,16,67,30983.96,23259.97,10.90,2582.00,4
ssd,compression,1,xb,10000000,16,68,35706.96,26752.97,10.03,2977.00,4
ssd,compression,1,xb,10000000,16,69,41261.21,30952.16,8.28,3435.02,4
ssd,compression,1,xb,10000000,16,70,40857.81,30658.86,8.53,3404.98,4
ssd,compression,1,xb,10000000,16,71,42172.83,31621.87,7.52,3514.99,4
ssd,compression,1,xb,10000000,16,72,41335.30,31002.22,7.79,3448.02,4
ssd,compression,1,xb,10000000,16,73,40972.79,30728.84,8.21,3412.98,4
ssd,compression,1,xb,10000000,16,74,41311.13,30975.10,7.84,3441.01,4
ssd,compression,1,xb,10000000,16,75,39968.82,29976.87,8.53,3328.99,4
ssd,compression,1,xb,10000000,16,76,39733.15,29843.12,8.51,3315.01,4
ssd,compression,1,xb,10000000,16,77,40612.95,30423.96,8.36,3382.00,4
ssd,compression,1,xb,10000000,16,78,41290.05,30958.04,7.38,3441.00,4
ssd,compression,1,xb,10000000,16,79,39515.92,29640.94,8.31,3292.99,4
ssd,compression,1,xb,10000000,16,80,39466.91,29586.94,8.41,3286.99,4
ssd,compression,1,xb,10000000,16,81,40419.10,30341.08,8.38,3371.01,4
ssd,compression,1,xb,10000000,16,82,39782.06,29808.05,8.64,3313.01,4
ssd,compression,1,xb,10000000,16,83,39144.87,29388.90,8.15,3263.99,4
ssd,compression,1,xb,10000000,16,84,38370.17,28749.13,9.05,3195.01,4
ssd,compression,1,xb,10000000,16,85,40066.00,30076.00,8.36,3341.00,4
ssd,compression,1,xb,10000000,16,86,40585.97,30411.98,8.15,3382.00,4
ssd,compression,1,xb,10000000,16,87,37974.01,28518.01,8.49,3165.00,4
ssd,compression,4,xb,10000000,16,1,26013.82,19572.36,12.54,2159.82,4
ssd,compression,4,xb,10000000,16,2,32437.14,24347.11,10.35,2707.01,4
ssd,compression,4,xb,10000000,16,3,32389.04,24297.03,10.84,2699.00,4
ssd,compression,4,xb,10000000,16,4,34045.94,25518.96,9.98,2836.00,4
ssd,compression,4,xb,10000000,16,5,34340.46,25767.59,9.64,2862.95,4
ssd,compression,4,xb,10000000,16,6,34028.51,25517.39,10.41,2836.04,4
ssd,compression,4,xb,10000000,16,7,34170.98,25627.99,10.32,2848.00,4
ssd,compression,4,xb,10000000,16,8,35769.49,26819.62,9.41,2980.96,4
ssd,compression,4,xb,10000000,16,9,36561.99,27441.00,9.29,3045.00,4
ssd,compression,4,xb,10000000,16,10,36515.57,27385.42,9.30,3046.05,4
ssd,compression,4,xb,10000000,16,11,36701.53,27498.90,9.67,3057.88,4
ssd,compression,4,xb,10000000,16,12,37515.68,28168.51,9.26,3125.06,4
ssd,compression,4,xb,10000000,16,13,36985.83,27713.63,9.45,3082.07,4
ssd,compression,4,xb,10000000,16,14,35801.02,26868.01,9.70,2983.00,4
ssd,compression,4,xb,10000000,16,15,38737.73,29057.80,8.35,3228.98,4
ssd,compression,4,xb,10000000,16,16,37827.30,28338.48,9.03,3149.94,4
ssd,compression,4,xb,10000000,16,17,38416.94,28819.70,8.78,3200.08,4
ssd,compression,4,xb,10000000,16,18,38889.10,29179.08,8.85,3245.01,4
ssd,compression,4,xb,10000000,16,19,39087.94,29316.96,8.62,3254.00,4
ssd,compression,4,xb,10000000,16,20,38534.93,28907.95,8.92,3212.99,4
ssd,compression,4,xb,10000000,16,21,39080.01,29303.01,8.77,3257.00,4
ssd,compression,4,xb,10000000,16,22,37667.06,28245.04,8.68,3138.00,4
ssd,compression,4,xb,10000000,16,23,27488.51,20624.63,21.14,2290.96,4
ssd,compression,4,xb,10000000,16,24,15253.20,11425.15,36.24,1269.02,4
ssd,compression,4,xb,10000000,16,25,17436.09,13118.07,28.50,1458.01,4
ssd,compression,4,xb,10000000,16,26,19360.79,14452.84,25.77,1603.98,4
ssd,compression,4,xb,10000000,16,27,16857.05,12655.04,34.48,1406.00,4
ssd,compression,4,xb,10000000,16,28,15948.11,11994.08,32.92,1334.01,4
ssd,compression,4,xb,10000000,16,29,17181.98,12898.98,31.64,1434.00,4
ssd,compression,4,xb,10000000,16,30,17764.05,13315.04,31.97,1479.00,4
ssd,compression,4,xb,10000000,16,31,15525.65,11554.74,35.03,1281.97,4
ssd,compression,4,xb,10000000,16,32,17556.32,13246.24,36.80,1476.03,4
ssd,compression,4,xb,10000000,16,33,17659.02,13225.02,29.37,1470.00,4
ssd,compression,4,xb,10000000,16,34,18152.01,13639.01,33.92,1514.00,4
ssd,compression,4,xb,10000000,16,35,16778.99,12576.99,31.61,1395.00,4
ssd,compression,4,xb,10000000,16,36,15184.66,11401.74,35.58,1267.97,4
ssd,compression,4,xb,10000000,16,37,16154.36,12033.26,34.07,1335.03,4
ssd,compression,4,xb,10000000,16,38,16041.02,12120.01,32.49,1348.00,4
ssd,compression,4,xb,10000000,16,39,18485.03,13835.02,26.03,1537.00,4
ssd,compression,4,xb,10000000,16,40,17193.91,12843.94,31.11,1425.99,4
ssd,compression,4,xb,10000000,16,41,16169.05,12206.04,37.97,1357.00,4
ssd,compression,4,xb,10000000,16,42,17698.51,13197.64,29.64,1465.96,4
ssd,compression,4,xb,10000000,16,43,18132.35,13662.26,28.57,1521.03,4
ssd,compression,4,xb,10000000,16,44,18458.77,13835.83,25.78,1538.98,4
ssd,compression,4,xb,10000000,16,45,18792.40,14066.30,33.11,1558.03,4
ssd,compression,4,xb,10000000,16,46,16734.41,12582.55,32.17,1397.95,4
ssd,compression,4,xb,10000000,16,47,19443.30,14508.22,26.38,1612.02,4
ssd,compression,4,xb,10000000,16,48,17380.33,13115.25,29.98,1461.03,4
ssd,compression,4,xb,10000000,16,49,17376.92,13006.94,30.57,1445.99,4
ssd,compression,4,xb,10000000,16,50,17600.98,13256.99,29.09,1470.00,4
ssd,compression,4,xb,10000000,16,51,18164.97,13594.97,30.16,1511.00,4
ssd,compression,4,xb,10000000,16,52,33390.27,25026.20,11.26,2780.02,4
ssd,compression,4,xb,10000000,16,53,39881.97,29916.98,8.83,3324.00,4
ssd,compression,4,xb,10000000,16,54,40816.86,30611.90,8.51,3400.99,4
ssd,compression,4,xb,10000000,16,55,41381.17,31039.13,8.07,3449.01,4
ssd,compression,4,xb,10000000,16,56,39719.17,29793.37,8.61,3312.93,4
ssd,compression,4,xb,10000000,16,57,39548.55,29648.41,8.53,3293.05,4
ssd,compression,4,xb,10000000,16,58,40365.23,30299.17,8.64,3367.02,4
ssd,compression,4,xb,10000000,16,59,41479.96,31099.97,7.90,3454.00,4
ssd,compression,4,xb,10000000,16,60,41234.88,30917.91,8.29,3436.99,4
ssd,compression,4,xb,10000000,16,61,40617.09,30466.07,8.13,3383.01,4
ssd,compression,4,xb,10000000,16,62,40963.77,30723.83,8.38,3414.98,4
ssd,compression,4,xb,10000000,16,63,40827.37,30606.28,8.03,3401.03,4
ssd,compression,4,xb,10000000,16,64,40043.97,30043.98,8.42,3341.00,4
ssd,compression,4,xb,10000000,16,65,41131.06,30833.04,8.34,3422.00,4
ssd,compression,4,xb,10000000,16,66,41029.87,30805.90,8.27,3422.99,4
ssd,compression,4,xb,10000000,16,67,41328.92,30978.94,8.28,3442.99,4
ssd,compression,4,xb,10000000,16,68,40944.17,30693.12,8.23,3408.01,4
ssd,compression,4,xb,10000000,16,69,38638.97,28999.98,8.68,3224.00,4
ssd,compression,4,xb,10000000,16,70,40295.81,30218.86,8.41,3357.98,4
ssd,compression,4,xb,10000000,16,71,40548.17,30424.38,8.17,3378.93,4
ssd,compression,8,xb,10000000,16,1,24972.66,18814.24,13.27,2077.81,4
ssd,compression,8,xb,10000000,16,2,31707.08,23782.06,10.69,2642.01,4
ssd,compression,8,xb,10000000,16,3,31685.95,23761.97,10.53,2642.00,4
ssd,compression,8,xb,10000000,16,4,32200.10,24164.08,10.55,2682.01,4
ssd,compression,8,xb,10000000,16,5,33568.01,25126.01,10.05,2796.00,4
ssd,compression,8,xb,10000000,16,6,34001.03,25504.02,10.33,2831.00,4
ssd,compression,8,xb,10000000,16,7,34761.96,26116.97,9.74,2901.00,4
ssd,compression,8,xb,10000000,16,8,34653.98,25974.98,10.15,2886.00,4
ssd,compression,8,xb,10000000,16,9,35380.03,26535.03,9.49,2949.00,4
ssd,compression,8,xb,10000000,16,10,35380.02,26514.02,9.70,2948.00,4
ssd,compression,8,xb,10000000,16,11,35161.94,26394.95,9.69,2930.99,4
ssd,compression,8,xb,10000000,16,12,35687.06,26783.05,9.65,2974.01,4
ssd,compression,8,xb,10000000,16,13,35861.24,26881.43,9.60,2988.94,4
ssd,compression,8,xb,10000000,16,14,33619.73,25209.55,9.88,2802.06,4
ssd,compression,8,xb,10000000,16,15,35251.97,26426.98,9.54,2934.00,4
ssd,compression,8,xb,10000000,16,16,34082.03,25571.03,10.17,2844.00,4
ssd,compression,8,xb,10000000,16,17,35597.96,26694.97,9.53,2962.00,4
ssd,compression,8,xb,10000000,16,18,35791.95,26847.96,9.71,2987.00,4
ssd,compression,8,xb,10000000,16,19,35170.33,26375.50,9.96,2928.94,4
ssd,compression,8,xb,10000000,16,20,36928.72,27709.54,9.11,3079.06,4
ssd,compression,8,xb,10000000,16,21,36449.92,27326.94,8.79,3034.99,4
ssd,compression,8,xb,10000000,16,22,36633.11,27473.08,9.10,3056.01,4
ssd,compression,8,xb,10000000,16,23,21265.02,15915.01,27.43,1767.00,4
ssd,compression,8,xb,10000000,16,24,10471.00,7829.00,60.32,866.00,4
ssd,compression,8,xb,10000000,16,25,10686.96,8064.97,63.45,898.00,4
ssd,compression,8,xb,10000000,16,26,12211.81,9097.86,52.42,1008.98,4
ssd,compression,8,xb,10000000,16,27,16080.30,12051.22,31.64,1339.02,4
ssd,compression,8,xb,10000000,16,28,6575.87,5032.90,132.34,560.99,4
ssd,compression,8,xb,10000000,16,29,9515.16,7125.12,87.72,790.01,4
ssd,compression,8,xb,10000000,16,30,12992.04,9748.03,49.80,1085.00,4
ssd,compression,8,xb,10000000,16,31,11740.61,8711.71,55.37,965.97,4
ssd,compression,8,xb,10000000,16,32,12145.20,9117.15,41.07,1013.02,4
ssd,compression,8,xb,10000000,16,33,11213.16,8435.12,83.21,938.01,4
ssd,compression,8,xb,10000000,16,34,10413.01,7800.01,68.71,866.00,4
ssd,compression,8,xb,10000000,16,35,8168.02,6111.01,105.01,679.00,4
ssd,compression,8,xb,10000000,16,36,9812.00,7432.00,76.09,830.00,4
ssd,compression,8,xb,10000000,16,37,8380.81,6203.86,75.84,684.98,4
ssd,compression,8,xb,10000000,16,38,9144.13,6909.10,96.22,769.01,4
ssd,compression,8,xb,10000000,16,39,7968.05,5925.03,110.82,657.00,4
ssd,compression,8,xb,10000000,16,40,6340.89,4848.92,113.67,538.99,4
ssd,compression,8,xb,10000000,16,41,8188.03,6086.02,91.06,676.00,4
ssd,compression,8,xb,10000000,16,42,6542.98,4868.98,95.10,541.00,4
ssd,compression,8,xb,10000000,16,43,3397.05,2664.04,160.53,296.00,4
ssd,compression,8,xb,10000000,16,44,6187.01,4621.01,84.82,514.00,4
