engine,workload,threads,elap_secs,cum_tps,int_tps,cum_ips,int_ips
wt,ro,4,490,439.02,440.22,0.00,0.00
wt,ro,4,500,439.15,445.50,0.00,0.00
wt,ro,4,510,439.31,447.64,0.00,0.00
wt,ro,4,520,439.42,444.94,0.00,0.00
wt,ro,4,530,439.54,445.76,0.00,0.00
wt,ro,4,540,439.57,441.22,0.00,0.00
wt,ro,4,550,439.70,446.41,0.00,0.00
wt,ro,4,560,439.96,454.24,0.00,0.00
wt,ro,4,570,440.14,450.30,0.00,0.00
wt,ro,4,580,440.21,444.34,0.00,0.00
wt,ro,4,590,440.25,442.84,0.00,0.00
wt,ro,4,600,440.29,442.29,0.00,0.00
wt,ro,4,610,440.33,443.07,0.00,0.00
wt,ro,4,620,440.39,443.77,0.00,0.00
wt,ro,4,630,440.43,443.04,0.00,0.00
wt,ro,4,640,440.45,441.85,0.00,0.00
wt,ro,4,650,440.60,450.21,0.00,0.00
wt,ro,4,660,440.69,446.10,0.00,0.00
wt,ro,4,670,440.71,442.50,0.00,0.00
wt,ro,4,680,440.76,443.83,0.00,0.00
wt,ro,4,690,440.75,440.10,0.00,0.00
wt,ro,4,700,440.82,445.57,0.00,0.00
wt,ro,4,710,440.92,447.70,0.00,0.00
wt,ro,4,720,440.95,443.18,0.00,0.00
wt,ro,4,730,441.07,449.94,0.00,0.00
wt,ro,4,740,441.09,442.25,0.00,0.00
wt,ro,4,750,441.12,443.65,0.00,0.00
wt,ro,4,760,441.10,439.95,0.00,0.00
wt,ro,4,770,441.20,448.73,0.00,0.00
wt,ro,4,780,441.37,454.23,0.00,0.00
wt,ro,4,790,441.47,449.15,0.00,0.00
wt,ro,4,800,441.51,444.70,0.00,0.00
wt,ro,4,810,441.52,442.56,0.00,0.00
wt,ro,4,820,441.62,449.90,0.00,0.00
wt,ro,4,830,441.74,451.11,0.00,0.00
wt,ro,4,840,441.85,451.04,0.00,0.00
wt,ro,4,850,441.86,442.60,0.00,0.00
wt,ro,4,860,441.89,444.44,0.00,0.00
wt,ro,4,870,441.90,442.58,0.00,0.00
wt,ro,4,880,441.91,443.36,0.00,0.00
wt,ro,4,890,441.95,445.00,0.00,0.00
wt,ro,4,900,441.95,441.87,0.00,0.00
wt,ro,4,910,442.01,447.92,0.00,0.00
wt,ro,4,920,442.04,445.04,0.00,0.00
wt,ro,4,930,442.07,443.99,0.00,0.00
wt,ro,4,940,442.09,443.89,0.00,0.00
wt,ro,4,950,442.03,437.15,0.00,0.00
wt,ro,4,960,442.08,446.64,0.00,0.00
wt,ro,4,970,442.14,447.94,0.00,0.00
wt,ro,4,980,442.18,446.00,0.00,0.00
wt,ro,4,990,442.26,450.14,0.00,0.00
wt,ro,4,1000,442.27,442.91,0.00,0.00
wt,ro,4,1010,442.34,449.86,0.00,0.00
wt,ro,4,1020,442.43,451.66,0.00,0.00
wt,ro,4,1030,442.44,443.05,0.00,0.00
wt,ro,4,1040,442.49,447.14,0.00,0.00
wt,ro,4,1050,442.49,442.96,0.00,0.00
wt,ro,4,1060,442.55,448.60,0.00,0.00
wt,ro,4,1070,442.55,442.78,0.00,0.00
wt,ro,4,1080,442.56,444.09,0.00,0.00
wt,ro,4,1090,442.62,449.19,0.00,0.00
wt,ro,4,1100,442.67,447.22,0.00,0.00
wt,ro,4,1110,442.65,440.92,0.00,0.00
wt,ro,4,1120,442.66,444.10,0.00,0.00
wt,ro,4,1130,442.74,451.49,0.00,0.00
wt,ro,4,1140,442.73,441.53,0.00,0.00
wt,ro,4,1150,442.75,444.65,0.00,0.00
wt,ro,4,1160,442.75,443.50,0.00,0.00
wt,ro,4,1170,442.78,445.84,0.00,0.00
wt,ro,4,1180,442.79,443.80,0.00,0.00
wt,ro,4,1190,442.79,443.01,0.00,0.00
wt,ro,4,1200,442.84,448.14,0.00,0.00
wt,ro,4,1210,442.85,444.34,0.00,0.00
wt,ro,4,1220,442.86,443.92,0.00,0.00
wt,ro,4,1230,442.89,447.54,0.00,0.00
wt,ro,4,1240,442.93,447.70,0.00,0.00
wt,ro,4,1250,442.93,442.79,0.00,0.00
wt,ro,4,1260,442.94,443.65,0.00,0.00
wt,ro,4,1270,442.96,445.73,0.00,0.00
wt,ro,4,1280,443.02,451.24,0.00,0.00
wt,ro,4,1290,443.04,444.90,0.00,0.00
wt,ro,4,1300,443.10,451.03,0.00,0.00
wt,ro,4,1310,443.10,442.95,0.00,0.00
wt,ro,4,1320,443.10,443.46,0.00,0.00
wt,ro,4,1330,443.11,443.94,0.00,0.00
wt,ro,4,1340,443.09,441.11,0.00,0.00
wt,ro,4,1350,443.11,445.64,0.00,0.00
wt,ro,4,1360,443.10,441.73,0.00,0.00
wt,ro,4,1370,443.13,447.50,0.00,0.00
wt,ro,4,1380,443.13,442.37,0.00,0.00
wt,ro,4,1390,443.15,446.27,0.00,0.00
wt,ro,4,1400,443.19,448.20,0.00,0.00
wt,ro,4,1410,443.19,443.48,0.00,0.00
wt,ro,4,1420,443.21,445.52,0.00,0.00
wt,ro,4,1430,443.28,453.94,0.00,0.00
wt,ro,4,1440,443.35,452.53,0.00,0.00
wt,ro,4,1450,443.34,442.83,0.00,0.00
wt,ro,4,1460,443.41,453.84,0.00,0.00
wt,ro,4,1470,443.47,451.36,0.00,0.00
wt,ro,4,1480,443.50,448.68,0.00,0.00
wt,ro,4,1490,443.52,445.80,0.00,0.00
wt,ro,4,1500,443.52,444.13,0.00,0.00
wt,ro,4,1510,443.52,442.74,0.00,0.00
wt,ro,4,1520,443.56,450.14,0.00,0.00
wt,ro,4,1530,443.61,450.34,0.00,0.00
wt,ro,4,1540,443.65,450.55,0.00,0.00
wt,ro,4,1550,443.65,443.99,0.00,0.00
wt,ro,4,1560,443.66,444.64,0.00,0.00
wt,ro,4,1570,443.66,443.02,0.00,0.00
wt,ro,4,1580,443.65,443.15,0.00,0.00
wt,ro,4,1590,443.65,442.71,0.00,0.00
wt,ro,4,1600,443.65,444.35,0.00,0.00
wt,ro,4,1610,443.64,442.08,0.00,0.00
wt,ro,4,1620,443.65,444.64,0.00,0.00
wt,ro,4,1630,443.66,446.49,0.00,0.00
wt,ro,4,1640,443.68,445.54,0.00,0.00
wt,ro,4,1650,443.68,443.65,0.00,0.00
wt,ro,4,1660,443.70,447.17,0.00,0.00
wt,ro,4,1670,443.70,444.80,0.00,0.00
wt,ro,4,1680,443.75,450.94,0.00,0.00
wt,ro,4,1690,443.75,444.38,0.00,0.00
wt,ro,4,1700,443.73,440.75,0.00,0.00
wt,ro,4,1710,443.76,448.95,0.00,0.00
wt,ro,4,1720,443.82,453.03,0.00,0.00
wt,ro,4,1730,443.83,445.44,0.00,0.00
wt,ro,4,1740,443.83,443.99,0.00,0.00
wt,ro,4,1750,443.83,444.74,0.00,0.00
wt,ro,4,1760,443.84,445.79,0.00,0.00
wt,ro,4,1770,443.86,447.04,0.00,0.00
wt,ro,4,1780,443.86,443.00,0.00,0.00
wt,ro,4,1790,443.86,444.78,0.00,0.00
wt,ro,4,1800,443.87,446.00,0.00,0.00
wt,ro,40,10,1236.31,1236.31,0.00,0.00
wt,ro,40,20,1296.16,1355.92,0.00,0.00
wt,ro,40,30,1319.82,1367.16,0.00,0.00
wt,ro,40,40,1330.25,1361.57,0.00,0.00
wt,ro,40,50,1335.70,1357.48,0.00,0.00
wt,ro,40,60,1340.15,1362.37,0.00,0.00
wt,ro,40,70,1344.21,1368.59,0.00,0.00
wt,ro,40,80,1345.96,1358.35,0.00,0.00
wt,ro,40,90,1346.75,1353.08,0.00,0.00
wt,ro,40,100,1347.01,1349.27,0.00,0.00
wt,ro,40,110,1346.74,1344.15,0.00,0.00
wt,ro,40,120,1346.25,1340.76,0.00,0.00
wt,ro,40,130,1346.42,1348.49,0.00,0.00
wt,ro,40,140,1345.92,1339.42,0.00,0.00
wt,ro,40,150,1345.12,1333.80,0.00,0.00
wt,ro,40,160,1343.70,1322.41,0.00,0.00
wt,ro,40,170,1342.57,1324.48,0.00,0.00
wt,ro,40,180,1341.55,1324.31,0.00,0.00
wt,ro,40,190,1340.37,1319.09,0.00,0.00
wt,ro,40,200,1339.60,1325.11,0.00,0.00
wt,ro,40,210,1339.09,1328.77,0.00,0.00
wt,ro,40,220,1338.15,1318.58,0.00,0.00
wt,ro,40,230,1337.80,1330.04,0.00,0.00
wt,ro,40,240,1337.70,1335.30,0.00,0.00
wt,ro,40,250,1337.52,1333.27,0.00,0.00
wt,ro,40,260,1337.77,1343.89,0.00,0.00
wt,ro,40,270,1337.46,1329.44,0.00,0.00
wt,ro,40,280,1337.75,1345.52,0.00,0.00
wt,ro,40,290,1338.44,1357.74,0.00,0.00
wt,ro,40,300,1338.39,1336.93,0.00,0.00
wt,ro,40,310,1338.90,1354.49,0.00,0.00
wt,ro,40,320,1339.92,1371.44,0.00,0.00
wt,ro,40,330,1340.85,1370.58,0.00,0.00
wt,ro,40,340,1341.57,1365.30,0.00,0.00
wt,ro,40,350,1342.41,1370.99,0.00,0.00
wt,ro,40,360,1342.91,1360.53,0.00,0.00
wt,ro,40,370,1343.19,1353.24,0.00,0.00
wt,ro,40,380,1343.45,1352.85,0.00,0.00
wt,ro,40,390,1343.76,1355.67,0.00,0.00
wt,ro,40,400,1344.17,1360.27,0.00,0.00
wt,ro,40,410,1344.24,1347.01,0.00,0.00
wt,ro,40,420,1344.32,1347.59,0.00,0.00
wt,ro,40,430,1344.52,1352.67,0.00,0.00
wt,ro,40,440,1344.26,1333.30,0.00,0.00
wt,ro,40,450,1344.02,1333.37,0.00,0.00
wt,ro,40,460,1343.83,1335.38,0.00,0.00
wt,ro,40,470,1343.64,1334.57,0.00,0.00
wt,ro,40,480,1343.26,1325.54,0.00,0.00
wt,ro,40,490,1342.95,1328.40,0.00,0.00
wt,ro,40,500,1342.59,1324.68,0.00,0.00
wt,ro,40,510,1342.32,1329.01,0.00,0.00
wt,ro,40,520,1341.94,1322.38,0.00,0.00
wt,ro,40,530,1341.60,1324.01,0.00,0.00
wt,ro,40,540,1341.26,1323.28,0.00,0.00
wt,ro,40,550,1341.15,1335.35,0.00,0.00
wt,ro,40,560,1341.00,1332.57,0.00,0.00
wt,ro,40,570,1341.00,1340.89,0.00,0.00
wt,ro,40,580,1341.00,1341.25,0.00,0.00
wt,ro,40,590,1341.24,1354.77,0.00,0.00
wt,ro,40,600,1341.63,1364.77,0.00,0.00
wt,ro,40,610,1341.96,1361.84,0.00,0.00
wt,ro,40,620,1342.27,1361.04,0.00,0.00
wt,ro,40,630,1342.63,1365.19,0.00,0.00
wt,ro,40,640,1342.84,1355.87,0.00,0.00
wt,ro,40,650,1343.24,1369.37,0.00,0.00
wt,ro,40,660,1343.57,1364.74,0.00,0.00
wt,ro,40,670,1343.68,1351.14,0.00,0.00
wt,ro,40,680,1343.81,1352.18,0.00,0.00
wt,ro,40,690,1344.07,1361.93,0.00,0.00
wt,ro,40,700,1344.03,1341.32,0.00,0.00
wt,ro,40,710,1344.12,1350.45,0.00,0.00
wt,ro,40,720,1344.19,1348.68,0.00,0.00
wt,ro,40,730,1344.11,1338.36,0.00,0.00
wt,ro,40,740,1344.09,1343.02,0.00,0.00
wt,ro,40,750,1343.96,1333.97,0.00,0.00
wt,ro,40,760,1343.81,1333.07,0.00,0.00
wt,ro,40,770,1343.71,1336.00,0.00,0.00
wt,ro,40,780,1343.49,1326.64,0.00,0.00
wt,ro,40,790,1343.30,1328.10,0.00,0.00
wt,ro,40,800,1343.02,1321.26,0.00,0.00
wt,ro,40,810,1342.77,1322.81,0.00,0.00
wt,ro,40,820,1342.53,1322.38,0.00,0.00
wt,ro,40,830,1342.28,1322.21,0.00,0.00
wt,ro,40,840,1342.08,1325.17,0.00,0.00
wt,ro,40,850,1341.89,1326.14,0.00,0.00
wt,ro,40,860,1341.75,1329.74,0.00,0.00
wt,ro,40,870,1341.93,1357.41,0.00,0.00
wt,ro,40,880,1342.03,1350.58,0.00,0.00
wt,ro,40,890,1342.27,1363.74,0.00,0.00
wt,ro,40,900,1342.48,1361.19,0.00,0.00
wt,ro,40,910,1342.86,1377.31,0.00,0.00
wt,ro,40,920,1343.02,1357.79,0.00,0.00
wt,ro,40,930,1343.17,1356.32,0.00,0.00
wt,ro,40,940,1343.49,1373.21,0.00,0.00
wt,ro,40,950,1343.71,1364.35,0.00,0.00
wt,ro,40,960,1343.89,1361.30,0.00,0.00
wt,ro,40,970,1344.08,1362.36,0.00,0.00
wt,ro,40,980,1344.24,1359.98,0.00,0.00
wt,ro,40,990,1344.50,1370.13,0.00,0.00
wt,ro,40,1000,1344.59,1352.81,0.00,0.00
wt,ro,40,1010,1344.69,1354.78,0.00,0.00
wt,ro,40,1020,1344.82,1358.21,0.00,0.00
wt,ro,40,1030,1344.87,1349.71,0.00,0.00
wt,ro,40,1040,1344.84,1341.66,0.00,0.00
wt,ro,40,1050,1344.79,1339.59,0.00,0.00
wt,ro,40,1060,1344.61,1325.57,0.00,0.00
wt,ro,40,1070,1344.50,1333.27,0.00,0.00
wt,ro,40,1080,1344.35,1328.00,0.00,0.00
wt,ro,40,1090,1344.23,1331.83,0.00,0.00
wt,ro,40,1100,1344.02,1320.55,0.00,0.00
wt,ro,40,1110,1343.88,1328.38,0.00,0.00
wt,ro,40,1120,1343.66,1320.08,0.00,0.00
wt,ro,40,1130,1343.48,1323.44,0.00,0.00
wt,ro,40,1140,1343.29,1321.63,0.00,0.00
wt,ro,40,1150,1343.17,1328.81,0.00,0.00
wt,ro,40,1160,1343.19,1345.98,0.00,0.00
wt,ro,40,1170,1343.28,1353.16,0.00,0.00
wt,ro,40,1180,1343.38,1355.76,0.00,0.00
wt,ro,40,1190,1343.53,1360.97,0.00,0.00
wt,ro,40,1200,1343.63,1355.87,0.00,0.00
wt,ro,40,1210,1343.77,1360.51,0.00,0.00
wt,ro,40,1220,1343.98,1369.23,0.00,0.00
wt,ro,40,1230,1344.13,1362.13,0.00,0.00
wt,ro,40,1240,1344.23,1356.38,0.00,0.00
wt,ro,40,1250,1344.40,1366.13,0.00,0.00
wt,ro,40,1260,1344.50,1356.64,0.00,0.00
wt,ro,40,1270,1344.68,1366.93,0.00,0.00
wt,ro,40,1280,1344.83,1363.97,0.00,0.00
wt,ro,40,1290,1344.86,1348.99,0.00,0.00
wt,ro,40,1300,1344.99,1361.60,0.00,0.00
wt,ro,40,1310,1345.01,1348.07,0.00,0.00
wt,ro,40,1320,1345.01,1344.38,0.00,0.00
wt,ro,40,1330,1345.00,1343.86,0.00,0.00
wt,ro,40,1340,1345.00,1344.39,0.00,0.00
wt,ro,40,1350,1344.94,1337.90,0.00,0.00
wt,ro,40,1360,1344.85,1332.80,0.00,0.00
wt,ro,40,1370,1344.76,1332.30,0.00,0.00
wt,ro,40,1380,1344.65,1329.77,0.00,0.00
wt,ro,40,1390,1344.54,1328.54,0.00,0.00
wt,ro,40,1400,1344.36,1319.88,0.00,0.00
wt,ro,40,1410,1344.21,1322.65,0.00,0.00
wt,ro,40,1420,1344.10,1328.70,0.00,0.00
wt,ro,40,1430,1343.91,1316.48,0.00,0.00
wt,ro,40,1440,1343.76,1323.01,0.00,0.00
wt,ro,40,1450,1343.66,1328.64,0.00,0.00
wt,ro,40,1460,1343.61,1337.69,0.00,0.00
wt,ro,40,1470,1343.71,1357.16,0.00,0.00
wt,ro,40,1480,1343.80,1358.17,0.00,0.00
wt,ro,40,1490,1343.86,1351.78,0.00,0.00
wt,ro,40,1500,1344.08,1376.97,0.00,0.00
wt,ro,40,1510,1344.23,1367.00,0.00,0.00
wt,ro,40,1520,1344.41,1371.64,0.00,0.00
wt,ro,40,1530,1344.65,1380.46,0.00,0.00
wt,ro,40,1540,1344.80,1368.13,0.00,0.00
wt,ro,40,1550,1344.97,1370.97,0.00,0.00
wt,ro,40,1560,1345.11,1366.42,0.00,0.00
wt,ro,40,1570,1345.23,1364.04,0.00,0.00
wt,ro,40,1580,1345.32,1359.38,0.00,0.00
wt,ro,40,1590,1345.33,1347.15,0.00,0.00
wt,ro,40,1600,1345.37,1352.04,0.00,0.00
wt,ro,40,1610,1345.43,1354.88,0.00,0.00
wt,ro,40,1620,1345.42,1344.62,0.00,0.00
wt,ro,40,1630,1345.39,1340.12,0.00,0.00
wt,ro,40,1640,1345.35,1338.59,0.00,0.00
wt,ro,40,1650,1345.34,1343.89,0.00,0.00
wt,ro,40,1660,1345.21,1322.94,0.00,0.00
wt,ro,40,1670,1345.12,1331.73,0.00,0.00
wt,ro,40,1680,1345.03,1329.74,0.00,0.00
wt,ro,40,1690,1344.90,1322.58,0.00,0.00
wt,ro,40,1700,1344.70,1311.04,0.00,0.00
wt,ro,40,1710,1344.45,1301.46,0.00,0.00
wt,ro,40,1720,1344.29,1316.65,0.00,0.00
wt,ro,40,1730,1344.26,1340.16,0.00,0.00
wt,ro,40,1740,1344.09,1314.83,0.00,0.00
wt,ro,40,1750,1344.08,1342.33,0.00,0.00
wt,ro,40,1760,1343.99,1328.21,0.00,0.00
wt,ro,40,1770,1343.97,1340.69,0.00,0.00
wt,ro,40,1780,1344.02,1351.61,0.00,0.00
wt,ro,40,1790,1344.13,1364.63,0.00,0.00
wt,ro,40,1800,1344.28,1371.43,0.00,0.00
wt,ro,48,10,1184.53,1184.53,0.00,0.00
wt,ro,48,20,1240.72,1296.88,0.00,0.00
wt,ro,48,30,1267.41,1320.78,0.00,0.00
wt,ro,48,40,1279.71,1316.62,0.00,0.00
wt,ro,48,50,1287.42,1318.28,0.00,0.00
wt,ro,48,60,1293.05,1321.21,0.00,0.00
wt,ro,48,70,1298.21,1329.14,0.00,0.00
wt,ro,48,80,1302.39,1331.64,0.00,0.00
wt,ro,48,90,1304.42,1320.71,0.00,0.00
wt,ro,48,100,1304.07,1300.83,0.00,0.00
wt,ro,48,110,1304.21,1305.60,0.00,0.00
wt,ro,48,120,1303.40,1294.51,0.00,0.00
wt,ro,48,130,1302.05,1285.84,0.00,0.00
wt,ro,48,140,1302.09,1302.71,0.00,0.00
wt,ro,48,150,1301.69,1296.04,0.00,0.00
wt,ro,48,160,1301.16,1293.25,0.00,0.00
wt,ro,48,170,1301.36,1304.60,0.00,0.00
wt,ro,48,180,1301.52,1304.17,0.00,0.00
wt,ro,48,190,1301.60,1303.13,0.00,0.00
wt,ro,48,200,1302.34,1316.29,0.00,0.00
wt,ro,48,210,1303.12,1318.82,0.00,0.00
wt,ro,48,220,1303.73,1316.42,0.00,0.00
wt,ro,48,230,1305.04,1333.90,0.00,0.00
wt,ro,48,240,1305.51,1316.42,0.00,0.00
wt,ro,48,250,1305.82,1313.06,0.00,0.00
wt,ro,48,260,1305.87,1307.13,0.00,0.00
wt,ro,48,270,1306.01,1309.80,0.00,0.00
wt,ro,48,280,1306.02,1306.19,0.00,0.00
wt,ro,48,290,1305.72,1297.33,0.00,0.00
wt,ro,48,300,1305.21,1290.54,0.00,0.00
wt,ro,48,310,1304.99,1298.29,0.00,0.00
wt,ro,48,320,1304.30,1283.02,0.00,0.00
wt,ro,48,330,1303.67,1283.54,0.00,0.00
wt,ro,48,340,1303.35,1292.78,0.00,0.00
wt,ro,48,350,1303.29,1301.10,0.00,0.00
wt,ro,48,360,1303.31,1303.97,0.00,0.00
wt,ro,48,370,1303.72,1318.64,0.00,0.00
wt,ro,48,380,1303.91,1310.96,0.00,0.00
wt,ro,48,390,1304.45,1325.21,0.00,0.00
wt,ro,48,400,1305.10,1330.47,0.00,0.00
wt,ro,48,410,1305.48,1320.32,0.00,0.00
wt,ro,48,420,1305.87,1321.82,0.00,0.00
wt,ro,48,430,1306.21,1320.65,0.00,0.00
wt,ro,48,440,1306.43,1315.68,0.00,0.00
wt,ro,48,450,1306.31,1301.18,0.00,0.00
wt,ro,48,460,1306.23,1302.58,0.00,0.00
wt,ro,48,470,1306.06,1298.31,0.00,0.00
wt,ro,48,480,1305.69,1288.20,0.00,0.00
wt,ro,48,490,1305.80,1311.10,0.00,0.00
wt,ro,48,500,1305.45,1288.24,0.00,0.00
wt,ro,48,510,1305.26,1296.03,0.00,0.00
wt,ro,48,520,1305.16,1300.10,0.00,0.00
wt,ro,48,530,1305.00,1296.71,0.00,0.00
wt,ro,48,540,1305.04,1307.06,0.00,0.00
wt,ro,48,550,1305.14,1310.63,0.00,0.00
wt,ro,48,560,1305.23,1310.07,0.00,0.00
wt,ro,48,570,1305.38,1313.72,0.00,0.00
wt,ro,48,580,1305.84,1331.77,0.00,0.00
wt,ro,48,590,1306.01,1316.19,0.00,0.00
wt,ro,48,600,1306.18,1315.91,0.00,0.00
wt,ro,48,610,1306.18,1306.46,0.00,0.00
wt,ro,48,620,1306.15,1304.53,0.00,0.00
wt,ro,48,630,1306.04,1298.88,0.00,0.00
wt,ro,48,640,1306.02,1304.66,0.00,0.00
wt,ro,48,650,1305.83,1293.64,0.00,0.00
wt,ro,48,660,1305.70,1297.54,0.00,0.00
wt,ro,48,670,1305.68,1304.24,0.00,0.00
wt,ro,48,680,1305.49,1292.81,0.00,0.00
wt,ro,48,690,1305.41,1300.27,0.00,0.00
wt,ro,48,700,1305.39,1303.40,0.00,0.00
wt,ro,48,710,1305.53,1315.66,0.00,0.00
wt,ro,48,720,1305.89,1331.37,0.00,0.00
wt,ro,48,730,1306.13,1323.55,0.00,0.00
wt,ro,48,740,1306.44,1329.01,0.00,0.00
wt,ro,48,750,1306.77,1331.30,0.00,0.00
wt,ro,48,760,1306.88,1314.73,0.00,0.00
wt,ro,48,770,1307.14,1327.01,0.00,0.00
wt,ro,48,780,1307.36,1324.54,0.00,0.00
wt,ro,48,790,1307.39,1309.59,0.00,0.00
wt,ro,48,800,1307.33,1302.70,0.00,0.00
wt,ro,48,810,1307.21,1297.14,0.00,0.00
wt,ro,48,820,1307.13,1301.03,0.00,0.00
wt,ro,48,830,1306.98,1294.78,0.00,0.00
wt,ro,48,840,1306.88,1298.44,0.00,0.00
wt,ro,48,850,1306.73,1293.71,0.00,0.00
wt,ro,48,860,1306.54,1290.89,0.00,0.00
wt,ro,48,870,1306.48,1301.53,0.00,0.00
wt,ro,48,880,1306.61,1317.38,0.00,0.00
wt,ro,48,890,1306.63,1308.87,0.00,0.00
wt,ro,48,900,1306.77,1318.64,0.00,0.00
wt,ro,48,910,1306.92,1320.88,0.00,0.00
wt,ro,48,920,1307.17,1329.30,0.00,0.00
wt,ro,48,930,1307.28,1318.06,0.00,0.00
wt,ro,48,940,1307.29,1307.79,0.00,0.00
wt,ro,48,950,1307.33,1311.53,0.00,0.00
wt,ro,48,960,1307.31,1305.56,0.00,0.00
wt,ro,48,970,1307.34,1310.06,0.00,0.00
wt,ro,48,980,1307.26,1299.35,0.00,0.00
wt,ro,48,990,1307.09,1290.16,0.00,0.00
wt,ro,48,1000,1306.95,1293.30,0.00,0.00
wt,ro,48,1010,1306.91,1302.70,0.00,0.00
wt,ro,48,1020,1306.75,1290.92,0.00,0.00
wt,ro,48,1030,1306.62,1292.81,0.00,0.00
wt,ro,48,1040,1306.55,1300.13,0.00,0.00
wt,ro,48,1050,1306.49,1299.77,0.00,0.00
wt,ro,48,1060,1306.41,1298.54,0.00,0.00
wt,ro,48,1070,1306.45,1310.53,0.00,0.00
wt,ro,48,1080,1306.53,1314.67,0.00,0.00
wt,ro,48,1090,1306.49,1302.41,0.00,0.00
wt,ro,48,1100,1306.64,1323.02,0.00,0.00
wt,ro,48,1110,1306.64,1306.79,0.00,0.00
wt,ro,48,1120,1306.72,1315.17,0.00,0.00
wt,ro,48,1130,1306.89,1326.57,0.00,0.00
wt,ro,48,1140,1306.87,1304.50,0.00,0.00
wt,ro,48,1150,1306.83,1301.85,0.00,0.00
wt,ro,48,1160,1306.74,1295.99,0.00,0.00
wt,ro,48,1170,1306.62,1293.31,0.00,0.00
wt,ro,48,1180,1306.48,1290.55,0.00,0.00
wt,ro,48,1190,1306.35,1291.04,0.00,0.00
wt,ro,48,1200,1306.25,1293.73,0.00,0.00
wt,ro,48,1210,1306.13,1292.25,0.00,0.00
wt,ro,48,1220,1306.01,1291.65,0.00,0.00
wt,ro,48,1230,1305.98,1302.11,0.00,0.00
wt,ro,48,1240,1305.97,1304.14,0.00,0.00
wt,ro,48,1250,1306.06,1317.09,0.00,0.00
wt,ro,48,1260,1306.12,1314.02,0.00,0.00
wt,ro,48,1270,1306.15,1309.42,0.00,0.00
wt,ro,48,1280,1306.30,1325.27,0.00,0.00
wt,ro,48,1290,1306.41,1321.68,0.00,0.00
wt,ro,48,1300,1306.43,1308.86,0.00,0.00
wt,ro,48,1310,1306.47,1311.56,0.00,0.00
wt,ro,48,1320,1306.43,1300.83,0.00,0.00
wt,ro,48,1330,1306.42,1305.57,0.00,0.00
wt,ro,48,1340,1306.35,1295.96,0.00,0.00
wt,ro,48,1350,1306.24,1292.73,0.00,0.00
wt,ro,48,1360,1306.27,1309.79,0.00,0.00
wt,ro,48,1370,1306.23,1300.09,0.00,0.00
wt,ro,48,1380,1306.17,1299.04,0.00,0.00
wt,ro,48,1390,1306.14,1301.30,0.00,0.00
wt,ro,48,1400,1306.05,1293.31,0.00,0.00
wt,ro,48,1410,1305.94,1290.57,0.00,0.00
wt,ro,48,1420,1305.98,1311.74,0.00,0.00
wt,ro,48,1430,1306.12,1326.81,0.00,0.00
wt,ro,48,1440,1306.22,1319.70,0.00,0.00
wt,ro,48,1450,1306.38,1329.40,0.00,0.00
wt,ro,48,1460,1306.42,1311.80,0.00,0.00
wt,ro,48,1470,1306.54,1324.19,0.00,0.00
wt,ro,48,1480,1306.61,1318.05,0.00,0.00
wt,ro,48,1490,1306.58,1302.25,0.00,0.00
wt,ro,48,1500,1306.58,1305.49,0.00,0.00
wt,ro,48,1510,1306.47,1290.12,0.00,0.00
wt,ro,48,1520,1306.33,1285.10,0.00,0.00
wt,ro,48,1530,1306.31,1304.27,0.00,0.00
wt,ro,48,1540,1306.23,1293.45,0.00,0.00
wt,ro,48,1550,1306.23,1305.75,0.00,0.00
wt,ro,48,1560,1306.23,1307.23,0.00,0.00
wt,ro,48,1570,1306.24,1307.56,0.00,0.00
wt,ro,48,1580,1306.26,1308.50,0.00,0.00
wt,ro,48,1590,1306.25,1305.96,0.00,0.00
wt,ro,48,1600,1306.30,1314.02,0.00,0.00
wt,ro,48,1610,1306.32,1308.64,0.00,0.00
wt,ro,48,1620,1306.48,1333.03,0.00,0.00
wt,ro,48,1630,1306.58,1321.63,0.00,0.00
wt,ro,48,1640,1306.59,1309.68,0.00,0.00
wt,ro,48,1650,1306.69,1321.98,0.00,0.00
wt,ro,48,1660,1306.77,1319.61,0.00,0.00
wt,ro,48,1670,1306.85,1320.88,0.00,0.00
wt,ro,48,1680,1306.84,1304.76,0.00,0.00
wt,ro,48,1690,1306.80,1300.53,0.00,0.00
wt,ro,48,1700,1306.82,1309.79,0.00,0.00
wt,ro,48,1710,1306.82,1307.92,0.00,0.00
wt,ro,48,1720,1306.70,1285.19,0.00,0.00
wt,ro,48,1730,1306.68,1304.07,0.00,0.00
wt,ro,48,1740,1306.72,1313.02,0.00,0.00
wt,ro,48,1750,1306.80,1320.91,0.00,0.00
wt,ro,48,1760,1306.83,1312.72,0.00,0.00
wt,ro,48,1770,1307.02,1338.89,0.00,0.00
wt,ro,48,1780,1307.03,1310.35,0.00,0.00
wt,ro,48,1790,1307.21,1338.66,0.00,0.00
wt,ro,48,1800,1307.32,1327.11,0.00,0.00
wt,ro,512,10,1021.62,1021.62,0.00,0.00
wt,ro,512,20,1007.63,993.61,0.00,0.00
wt,ro,512,30,998.64,980.62,0.00,0.00
wt,ro,512,40,997.95,995.90,0.00,0.00
wt,ro,512,50,994.99,983.13,0.00,0.00
wt,ro,512,60,987.92,952.26,0.00,0.00
wt,ro,512,70,983.74,958.67,0.00,0.00
